Cutter,Titulo,Descricao,Ano,Autores,Paginas,ISBN,Idioma,Src,bandeja,coluna,estante 
T542f,Economia global e exclusão social," Este livro oferece ao leitor uma análise ao mesmo tempo instigante e preocupante do significado econômico, social e político do processo de globalização. Combina um conhecimento - ¨de dentro¨ e não ¨de fora¨ - da lógica das cadeias produtivas e do seu dinamismo criativo na economia global com uma percepção muito nítida do desagregador impacto sócio-político desta lógica nos mercados de trabalho. O resultado é um estudo que recorta, em profundidade, com sensibilidade e competência, os dilemas e alternativas com os quais se confrontam o Brasil e o mundo, na antevéspera do novo milênio.", 1999," Dupas, Gilberto e  Gilberto", 241, 85-2190-331-6, Português,http://arquivos.biblioceeteps.com.br/d/22652.jpg?v=201426050150&w=320,4,3,1
P426r,Um retrato do Japão," Como é possível um país pequeno, vítima de duas bombas atômicas, despontar como uma das maiores potências econômicas nos dias atuais? Que país é esse, de cultura milenar, onde convivem o antigo e o novo, e que exporta tecnologia e modernidade para as sociedades mais avançadas? Jornalista e escritor, Osvaldo Peralva conhece de perto essas questões e resume neste livro a história do Japão desde seus primórdios até os dias atuais. O autor mostra o cotidiano do povo japonês, seu talento em copiar do estrangeiro, mas adaptando e aprimorando; as relações entre o empregado e a empresa, sem subjetivismos; a revolução democrática promovida pelo comando das forças de ocupação norte-americanas, no campo político e econômico; e por fim como se traduziu na realidade o artigo da Constituição que proíbe o japão de ter Forças Armadas.", 1990," Peralva, Osvaldo e  Osvaldo", 182, 85-1600-441-4, Português,http://arquivos.biblioceeteps.com.br/d/22568.jpg?v=201407081158&w=320,4,3,1
B935e,Energia e Classes Sociais no Brasil," Um tratamento abrangente da questão energética é difícil, porém necessário. Precisamente por constituir um enlace entre o técnico e o politico, entre o antropológico e o físico, a energia é ainda em grande parte uma ilustre desconhecida do pensamento social no Brasil.", 1985, Antonio Carlos Bôa Nova, 247,, Português,http://arquivos.biblioceeteps.com.br/d/36877.jpg?v=201407081055&w=320,4,3,1
C268e,Economia brasileira ao alcance de todos," A dívida externa e a inflação desgovernada são, no Brasil, problemas mais antigos do que a Proclamação da República. E apesar de todo o “economês” que se usa para descrevê-los, são mais fáceis de entender do que os percalços políticos que os motivam.Neste livro desmistificador, o leitor entra em contato com temas aparentemente complicados como PIB, distribuição de renda, salários, dívida interna, política fiscal, inflação, congelamento, taxas de juros, balança de pagamento e a feroz discussão sobre dívida externa, de modo fácil e acessível, podendo formar uma idéia clara do que está por trás dos grandes problemas da economia brasileira.", 2000, Eliana A. Cardoso, 196, 85-1109-032-0, Português,http://arquivos.biblioceeteps.com.br/d/2528.jpg?v=200724090823&w=320,4,3,1
F992f,Formação Econômica do Brasil," A tese de doutoramento sobre a economia colonial, defendida na Sorbonne em 1948, e o primeiro ensaio sobre a economia brasileira contemporânea, escrito no anos seguinte, são o ponto de partida do livro mais conhecido de Celso Furtado, publicado em 1959: ""Formação Econômica do Brasil"". Quando o escreveu, na Inglaterra, Furtado imaginava explicar o Brasil para estrangeiros. Acabou explicando para os brasileiros. O livro apóia-se numa visão derivada tanto da história como da economia.", 2007, Celso Furtado, 351, 978-85-3590-952-4, Português,http://arquivos.biblioceeteps.com.br/d/36036.jpg?v=201431070902&w=320,4,3,1
G432e,Economia Brasileira Contemporânea," Este oferece tanto uma análise histórica como setorial do desenvolvimento econômico brasileiro. Desenvolve, ainda, uma parte conceitual na qual define variáveis macroeconômicas em termos teóricos e examina seu comportamento no caso brasileiro. A Parte I mostra alguns aspectos introdutórios sobre a economia brasileira, diiscutindo os aspectos demográficos, as formas de mensuração do produto nacional, o conceito de desenvolvimento econômico e o problema do desemprego. A Parte II estuda determinantes do comportamento do produto, como o consumo, os investimentos, o governo e o setor externo. A Parte III oferece uma análise do desenvolvimento econômico brasileiro em termos históricos, cobrindo desde o início de uma economia agroexportadora, o início do processo de industrialização brasileira, chegando aos Planos Heterodoxos até 1994. Na parte IV, discutem-se algumas das reformas ocorridas no Brasil, com a análise da implantação e dos resultados do Plano Real, bem como das reformas relacionadas à inserção internacional do país, à regulamentação do sistema financeiro e às mudanças no papel do Estado.", 2007," Amaury Patrick Gremaud, Marco Antonio Sandoval de Vasconcellos e Rudinei Toneto Júnior", 659, 978-85-2244-835-7, Português,http://arquivos.biblioceeteps.com.br/d/16277.jpg?v=201427020238&w=320,4,3,1
G825e,Economia Brasileira Contemporânea," Este oferece tanto uma análise histórica como setorial do desenvolvimento econômico brasileiro. Desenvolve, ainda, uma parte conceitual na qual define variáveis macroeconômicas em termos teóricos e examina seu comportamento no caso brasileiro. A Parte I mostra alguns aspectos introdutórios sobre a economia brasileira, diiscutindo os aspectos demográficos, as formas de mensuração do produto nacional, o conceito de desenvolvimento econômico e o problema do desemprego. A Parte II estuda determinantes do comportamento do produto, como o consumo, os investimentos, o governo e o setor externo. A Parte III oferece uma análise do desenvolvimento econômico brasileiro em termos históricos, cobrindo desde o início de uma economia agroexportadora, o início do processo de industrialização brasileira, chegando aos Planos Heterodoxos até 1994. Na parte IV, discutem-se algumas das reformas ocorridas no Brasil, com a análise da implantação e dos resultados do Plano Real, bem como das reformas relacionadas à inserção internacional do país, à regulamentação do sistema financeiro e às mudanças no papel do Estado.", 2007," Amaury Patrick Gremaud, Marco Antonio Sandoval de Vasconcellos e Rudinei Toneto Júnior", 659, 978-85-2244-835-7, Português,http://arquivos.biblioceeteps.com.br/d/16277.jpg?v=201427020238&w=320,4,3,1
L131e,Economia brasileira ao alcance de todos," A dívida externa e a inflação desgovernada são, no Brasil, problemas mais antigos do que a Proclamação da República. E apesar de todo o “economês” que se usa para descrevê-los, são mais fáceis de entender do que os percalços políticos que os motivam.Neste livro desmistificador, o leitor entra em contato com temas aparentemente complicados como PIB, distribuição de renda, salários, dívida interna, política fiscal, inflação, congelamento, taxas de juros, balança de pagamento e a feroz discussão sobre dívida externa, de modo fácil e acessível, podendo formar uma idéia clara do que está por trás dos grandes problemas da economia brasileira.", 2000, Eliana A. Cardoso, 196, 85-1109-032-0, Português,http://arquivos.biblioceeteps.com.br/d/2528.jpg?v=200724090823&w=320,4,3,1
M689,A Modernização Administrativa no Brasil:," Na presente obra, reuniram-se 15 depoimentos de figuras representativas da área que, no período compreendido entre a década de 60 até a presente data, têm estado direta ou indiretamente comprometidas com empreendimentos voltados para a melhoria ou aperfeiçoamento de organizações públicas brasileiras.", 1988, Margarida Batista (Coord.), 224, 35-2560-030-X, Português,http://arquivos.biblioceeteps.com.br/d/36791.jpg?v=201406080408&w=320,4,3,1
T157n,"Nordeste, Os Mesmos Caminhos",, 1972,  	Alberto Tamer , 187,, Português,http://arquivos.biblioceeteps.com.br/d/39836.jpg?v=201428080528&w=320,4,3,1
B574cd,Caminhos do desenvolvimento," No Brasil, o ' herói da capa ' o empreeendedor cujo retrato sai na capa da resvista de negócios, é alguém que acumulou dinheiro. Entre nós este conceito de sucesso, contrabandeado de outras cuturas, é uma afronta que deseduca e alimenta a distância entre pobres e ricos. Bruno Bezerra tem a ousadia de transformar em  "" heróis da capa "", os empreendedores de Santa Cruz do Capibaribe que, mesmo sem ficarem milionários, geram uma riqueza incomparável: a certeza de que, no semi-árido  brasileiro, pode-se,  com o espírito empreendedor da sua gente, produzir dignidade sustentável.", 2004, Bruno Bezerra de Souza Pereira, 154, 85-7615-059-X, Português,http://arquivos.biblioceeteps.com.br/d/942.jpg?v=201422090349&w=320,4,3,1
J61t,"Trabalho e Resistência na ""Fonte Misteriosa"""," Preparado originalmente como tese de doutoramento, esse livro cuida das mudanças ocorridas no mundo bancário brasileiro, com a grande reestruturação efetuada nos anos 90. Ela se baseou sobretudo na intensa utilização de novas tecnologias e conseqüente reorganização do trabalho, que significou a supressão de 600 mil empregos, intensificação da atividade dos que permanecem trabalhando, expansão das áreas terceirizadas e a exigência de maior qualificação para todos.", 2002, Nise Jinkings, 402, 85-2680-539-8, Português,http://arquivos.biblioceeteps.com.br/d/4994.jpg?v=201315020858&w=320,4,3,1
M838p,A potencialização do capital humano," O equilíbrio do capital intelectual e emocional nas empresas, escolas, instituições e outros setores organizacionais. No plano da individualidade, este é um livro para despertar as pessoas para uma visão de futuro, porque qualifica os potenciais humanos em primeiro lugar. Livro de consumo por profissionais de vários seguimentos, empresários, professores e adotado ou indicado por universidades.", 1999," Moreira, Dirceu e  Dirceu", 117, 85-3460-961-6, Português,http://arquivos.biblioceeteps.com.br/d/22930.jpg?v=201410060457&w=320,4,3,1
R564f,O fim dos empregos," Neste livro contundente, inquietante e, em ultima análise, esperançoso, Jeremy Rifkin afirma que estamos entrando em uma nova fase da história – caracterizada pelo declínio sistemático e inevitável dos empregos. O desemprego em âmbito mundial alcança, atualmente, seu nível mais alto desde a grande depressão da década de 1930. O número de pessoas subempregadas ou sem trabalho está aumentando rapidamente, à medida que milhões de ingressantes na força de trabalho se descobrem vítimas de uma extraordinária revolução da alta tecnologia. Computadores sofisticados, robótica, telecomunicações e outras tecnologias de ponta estão, rapidamente, substituindo seres humanos em, virtualmente, cada setor e indústria – de manufatura, varejo, serviços financeiros a transporte, agricultura e governo.Muitas funções jamais voltarão. Operários, secretárias, recepcionistas, auxiliares de escritório, vendedores, caixas de banco, telefonistas, bibliotecários, atacadistas e gerentes médios são apenas algumas das funções destinadas à virtual extinção. Embora algumas novas funções estejam sendo criadas, são, na maioria, empregos de baixa remuneração e, em geral, temporários. O mundo, diz Rifkin, está rapidamente polarizando-se em duas forças potencialmente irreconciliáveis: de um lado, a elite da informação, que controla e administra a economia global de alta tecnologia, e de outro, o número crescente de trabalhadores deslocados, com poucas perspectivas e pequena esperança de encontrar bons empregos em um mundo cada vez mais automatizado.Rufkin sugere que deixemos de lado a ilusão de retreinar para cargos já existentes. Ele nos leva a ponderar o impensável – que nos preparemos, e às nossas instituições, para um mundo que está eliminando o emprego de massa na produção e na comercialização de bens e serviços. Redefinir o papel do indivíduo em uma sociedade praticamente sem trabalhadores será a questão mais premente nas próximas décadas.Rifkin diz que devemos voltarmos para uma nova era, a era pós-mercado. Novas alternativas ao trabalho formal deverão ser encontradas. Novas maneiras de propiciar renda e poder aquisitivo precisarão ser implementadas. Mais poder terá de ser dado ao emergente “terceiro setor” , para ajudar na restauração das comunidades e na construção de uma cultura sustentável.O fim do empregos poderia significar o fim da civilização, tal como a conhecemos, ou sinalizar o início de uma grande transformação social e o renascimento do espírito humano.", 1995, Jeremy Rifkin, 348, 85-3460-571-8, Português,http://arquivos.biblioceeteps.com.br/d/518.jpg?v=200716100729&w=320,4,3,1
